file_name_actual,last updated,file_name,file_date,title,category,subcategory,tags,source_file_type,xfile_type,gfile_url,xfile_github_download_url,pdf_gdrive_url,pdf_github_url,conversion_input_file_type,conversion,license,tokens,words,notes,summary_short,h1_count
IRB - FloodLAMP COVID-19 Biobank and Test Validation Protocol 20210401 v01.md,2026-03-05 by BA,IRB - FloodLAMP COVID-19 Biobank and Test Validation Protocol 20210401 v01.md,2021-04-01,IRB - FloodLAMP COVID-19 Biobank and Test Validation Protocol 20210401 v01,regulatory,irb,,docx,docx,https://docs.google.com/document/d/1wNnoBzlP1McAloqnas98yz7QE37SgjsI,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/irb/IRB%20-%20FloodLAMP%20COVID-19%20Biobank%20and%20Test%20Validation%20Protocol%2020210401%20v01.docx,https://drive.google.com/file/d/1CfEjaewV5HUNElL7qOOUbGFf8OthwZ2E,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/irb/IRB%20-%20FloodLAMP%20COVID-19%20Biobank%20and%20Test%20Validation%20Protocol%2020210401%20v01.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,5914,4228,,"The FloodLAMP COVID-19 Biobank and Test Validation Protocol (Protocol 20210401) lays out an IRB-governed study to collect up to 100,000 consented clinical specimens across multiple U.S. sites to evaluate FloodLAMP’s QuickColor/QuickFluor RT-LAMP assays, EasyPCR RT-qPCR assay, and a home collection kit (including pooled collection and optional mobile app use). It specifies intended use, inclusion/exclusion criteria, collection variations (co-located sites, independent/mobile sites, and distributed “home” kits), specimen handling requirements (e.g., dry swabs within 56 hours or frozen ≤-70°C), QC/control expectations, and comparison to an EUA-authorized high-sensitivity PCR reference method. It describes de-identification and bias-minimization procedures, data collection and statistical analysis plans (PPA/NPA with confidence intervals and call-rate handling), plus monitoring, record retention, deviations, and ethics/safety oversight aligned to GCP and 21 CFR Part 812.",0
IRB - FloodLAMP Informed Consent 20210401 v01.md,2025-12-18 RT,IRB - FloodLAMP Informed Consent 20210401 v01.md,2021-04-01,IRB - FloodLAMP Informed Consent 20210401 v01,regulatory,irb,,docx,docx,https://docs.google.com/document/d/1C9JnoXGmkyXQDSk4vIbyCnJD1gF7p-U3,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/irb/IRB%20-%20FloodLAMP%20Informed%20Consent%2020210401%20v01.docx,https://drive.google.com/file/d/1wtZEiDitbU7cq6MxKyR0HZpld7SeF-Dc,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/irb/IRB%20-%20FloodLAMP%20Informed%20Consent%2020210401%20v01.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,2965,2013,,"The FloodLAMP COVID-19 Biobank and Test Validation Protocol informed consent form explains voluntary participation in donating biospecimens (e.g., blood, saliva, and various swabs) and optional surveys for research and test development. It outlines what participants should expect (no individual results, minimal risks, possible re-contact), how samples/data are coded and de-identified under HIPAA, and who may access or receive shared de-identified data. It also discloses ownership and potential commercialization of specimens/data, participant rights to withdraw, and oversight by an independent IRB.",0
2020-10-03_JD Supra Article - FDA Oversight of Laboratory-Developed Tests Continues To Evolve.md,2026-03-05 by BA,2020-10-03_JD Supra Article - FDA Oversight of Laboratory-Developed Tests Continues To Evolve.md,2020-10-03,JD Supra Article - FDA Oversight of Laboratory-Developed Tests Continues To Evolve,regulatory,ldts,,gdoc,docx,https://docs.google.com/document/d/1HrYHn1LZ-OA8SkcxEq6tqe6z1_tPMwxgALGutmZtOHE,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/ldts/2020-10-03_JD%20Supra%20Article%20-%20FDA%20Oversight%20of%20Laboratory-Developed%20Tests%20Continues%20To%20Evolve.docx,https://drive.google.com/file/d/1fF-aDxA2IACBEg9x8PIBjzWIgOfGKwQc,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/ldts/2020-10-03_JD%20Supra%20Article%20-%20FDA%20Oversight%20of%20Laboratory-Developed%20Tests%20Continues%20To%20Evolve.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,2661,2077,,"The JD Supra article “FDA Oversight of Laboratory-Developed Tests Continues To Evolve” reviews how FDA regulation of LDTs has shifted over decades and highlights the August 19, 2020 policy change stating LDTs would not face FDA premarket review absent formal rulemaking. It summarizes COVID-era FDA policies and the emerging role of Congress (including the VALID Act) in shaping a longer-term regulatory framework, underscoring ongoing uncertainty for laboratories and diagnostic developers.",0
2023-12-04_ACLA - Letter to FDA - Comments on FDAs Proposed Regulation of LDTs as Medical Devices.md,2026-03-05 by BA,2023-12-04_ACLA - Letter to FDA - Comments on FDAs Proposed Regulation of LDTs as Medical Devices.md,2023-12-04,ACLA - Letter to FDA - Comments on FDAs Proposed Regulation of LDTs as Medical Devices,regulatory,ldts,,pdf,NA,NA,NA,https://drive.google.com/file/d/14VVZV5JnGx-P6bo0OybYmr0A8aCMd8J8,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/ldts/2023-12-04_ACLA%20-%20Letter%20to%20FDA%20-%20Comments%20on%20FDAs%20Proposed%20Regulation%20of%20LDTs%20as%20Medical%20Devices.pdf,pdf,megaparse-v,Public Domain,67421,49252,,"The American Clinical Laboratory Association’s December 4, 2023 letter submits formal comments opposing FDA’s proposed rule to regulate laboratory developed tests (LDTs) as medical devices. It argues that LDTs are professional laboratory services already subject to robust oversight under CLIA and state law, and that applying device regulation would reduce patient access, stifle diagnostic innovation, and exceed FDA’s legal authority.",0
2023-12-04_ACLA Website - FDA Proposed Rule to Regulate LDTs Should Be Withdrawn.md,2025-12-17 BA,2023-12-04_ACLA Website - FDA Proposed Rule to Regulate LDTs Should Be Withdrawn.md,2023-12-04,ACLA Website - FDA Proposed Rule to Regulate LDTs Should Be Withdrawn,regulatory,ldts,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,611,435,date converted 2024-06-03,"The ACLA statement argues that FDA’s proposed rule to regulate laboratory-developed tests as medical devices should be withdrawn and summarizes ACLA’s submitted comments opposing the approach. It claims the rule would impose rigid device authorities on LDTs, reduce patient access to needed testing, slow innovation, and exceed FDA’s legal authority, while also criticizing FDA’s cost-benefit analysis as understating costs and overstating benefits.",0
2024-02-01_ACLA Website - ACLA Statement on LDT Proposed Rule Comments by FDA and CMS.md,2025-12-17 BA,2024-02-01_ACLA Website - ACLA Statement on LDT Proposed Rule Comments by FDA and CMS.md,2024-02-01,ACLA Website - ACLA Statement on LDT Proposed Rule Comments by FDA and CMS,regulatory,ldts,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,378,202,date converted 2024-06-03,The ACLA statement responds to an FDA/CMS joint release on proposed LDT regulation by reiterating ACLA’s position that LDTs are not medical devices and that FDA’s proposed rule would harm patients and stifle diagnostic innovation. It emphasizes laboratories’ role in patient care and argues for a legislative approach developed with Congress and stakeholders rather than applying the medical device framework to LDTs.,0
2024-03-21_FDA Website - ACLA President to Testify on Regulation of Diagnostic Tests.md,2025-12-17 BA,2024-03-21_FDA Website - ACLA President to Testify on Regulation of Diagnostic Tests.md,2024-03-21,FDA Website - ACLA President to Testify on Regulation of Diagnostic Tests,regulatory,ldts,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,381,198,date converted 2024-06-03,"The ACLA President to Testify on Regulation of Diagnostic Tests announcement previews Susan Van Meter’s March 21, 2024 testimony before the House Energy and Commerce Health Subcommittee on approaches to diagnostic test regulation and FDA’s proposed LDT rule. It summarizes ACLA’s argument that treating most lab testing services as medical devices would reduce access to critical tests, raise costs, and hinder innovation, and points to ACLA’s prior comments urging withdrawal of the rule and advocating for legislation to establish a diagnostics-specific framework.",0
2024-04-29_FDA Website - ACLAs Statement on the Final Rule.md,2025-12-17 BA,2024-04-29_FDA Website - ACLAs Statement on the Final Rule.md,2024-04-29,FDA Website - ACLAs Statement on the Final Rule,regulatory,ldts,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,475,308,date converted 2024-06-03,"ACLA’s Statement on the Final Rule responds to FDA’s April 29, 2024 Final Rule regulating laboratory developed testing services as medical devices and reiterates ACLA’s view that this approach will harm patient access and diagnostic innovation. It argues the rule will increase costs, limit availability of critical tests, and exceed FDA’s statutory authority, emphasizing that clinical labs are already robustly overseen and that any expanded FDA role should come through new legislation.",0
2024-05-06_FDA Guidance - Enforcement Policy under LDT Final Rule.md,2026-03-05 by BA,2024-05-06_FDA Guidance - Enforcement Policy under LDT Final Rule.md,2024-05-06,FDA Guidance - Enforcement Policy under LDT Final Rule,regulatory,ldts,,pdf,NA,NA,NA,https://drive.google.com/file/d/11doz6YRunX5Wh8_GGhFC04xgzdgdBv7k,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/ldts/2024-05-06_FDA%20Guidance%20-%20Enforcement%20Policy%20under%20LDT%20Final%20Rule.pdf,pdf,megaparse-v,Public Domain,2717,1737,,"The FDA Federal Register notice (published May 6, 2024) announces a draft guidance on an enforcement policy allowing certain laboratory manufacturers to offer validated, unauthorized “immediate response” in vitro diagnostic tests for CBRN threats when no section 564 EUA declaration is in place. It explains the conditions for this enforcement discretion—validation, FDA notification, transparency, prescription-only labeling, and use during the emergent window between detection and resolution or issuance of a 564 declaration—against the backdrop of FDA’s phaseout of general LDT enforcement discretion under the LDT Final Rule.",0
2024-05-29_ACLA - LDT Complaint to FDA Court filing.md,2026-03-05 by BA,2024-05-29_ACLA - LDT Complaint to FDA Court filing.md,2024-05-29,ACLA - LDT Complaint to FDA Court filing,regulatory,ldts,,pdf,NA,NA,NA,https://drive.google.com/file/d/1IYnIE7-thqc7PAASkxy-L0YsyuQAp7en,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/ldts/2024-05-29_ACLA%20-%20LDT%20Complaint%20to%20FDA%20Court%20filing.pdf,pdf,megaparse-v,Public Domain,142259,94535,,"The Complaint to FDA – ACLA LDT Complaint is a federal court filing by the American Clinical Laboratory Association and member laboratories challenging the FDA’s 2024 Final Rule that classifies laboratory-developed tests as medical devices under the FDCA. It argues the rule exceeds FDA’s statutory authority, conflicts with CLIA’s established regulatory framework for laboratory services, and is arbitrary and capricious under the Administrative Procedure Act. The complaint seeks declaratory and injunctive relief to vacate the rule and prevent FDA from enforcing device regulations on professional laboratory testing services.",0
2024-05-29_ACLA Website - ACLA Challenges FDAs Final Rule.md,2026-03-05 by BA,2024-05-29_ACLA Website - ACLA Challenges FDAs Final Rule.md,2024-05-29,ACLA Website - ACLA Challenges FDAs Final Rule,regulatory,ldts,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,824,498,date converted 2024-06-03,"ACLA Challenges FDA’s Final Rule announces ACLA and HealthTrackRx’s May 29, 2024 lawsuit in the Eastern District of Texas contesting FDA’s May 6, 2024 Final Rule that treats laboratory-developed testing services as medical devices. It argues FDA lacks statutory authority because lab testing services are regulated under CLIA by CMS, and claims the rule is arbitrary and capricious under the Administrative Procedure Act and would disrupt patient access, costs, and innovation in clinical laboratory services.",0
2024-06-25_FDA Guidance - Laboratory Developed Tests Small Entity Compliance Guide.md,2025-12-17 BA updated metadata after BA fixed inconsistencies,2024-06-25_FDA Guidance - Laboratory Developed Tests Small Entity Compliance Guide.md,2024-06-25,FDA Guidance - Laboratory Developed Tests Small Entity Compliance Guide,regulatory,ldts,,pdf,NA,NA,NA,https://drive.google.com/file/d/1TLzIvQgv5lqrfg4TCI_fkFo_0IcU493j,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/ldts/2024-06-25_FDA%20Guidance%20-%20Laboratory%20Developed%20Tests%20Small%20Entity%20Compliance%20Guide.pdf,pdf,megaparse-v,Public Domain,10416,7143,,"The FDA “Laboratory Developed Tests: Small Entity Compliance Guide” (June 25, 2024) explains how the May 6, 2024 LDT Final Rule makes explicit that IVDs are regulated as medical devices even when manufactured by a laboratory and outlines FDA’s staged phaseout of its general LDT enforcement discretion. It summarizes key compliance milestones from 2025–2028 (MDR/complaints; registration/labeling/IDE; quality system; then premarket review) and highlights targeted enforcement discretion categories such as 1976-type LDTs, NYS CLEP–approved LDTs, certain modifications to cleared tests, “currently marketed” IVDs offered as LDTs, and LDTs for unmet needs.",0
2020-08-15_FDA Website - Press Release FDA Issues EUA for SalivaDirect.md,2026-03-05 by BA,2020-08-15_FDA Website - Press Release FDA Issues EUA for SalivaDirect.md,2020-08-15,FDA Website - Press Release FDA Issues EUA for SalivaDirect,regulatory,open-euas,,webcopy,NA,NA,NA,NA,NA,website,manual cut and paste,Public Domain,884,678,date converted 2025-12-19,"The FDA press release announces the August 15, 2020 emergency use authorization for Yale School of Public Health’s SalivaDirect SARS-CoV-2 diagnostic test, highlighting saliva-based collection and a workflow that can skip nucleic acid extraction. It explains how the “open source” protocol and validation across multiple common reagents/instruments could expand testing capacity while reducing reliance on scarce swabs and extraction kits.",0
2020-10-15_SalivaDirect EUA IFU - Yale School of Public Health SalivaDirect assay EUA Summary.md,2026-03-05 by BA,2020-10-15_SalivaDirect EUA IFU - Yale School of Public Health SalivaDirect assay EUA Summary.md,2020-10-15,SalivaDirect EUA IFU - Yale School of Public Health SalivaDirect assay EUA Summary,regulatory,open-euas,,pdf,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/open-euas/2020-10-15_SalivaDirect%20EUA%20IFU%20-%20Yale%20School%20of%20Public%20Health%20SalivaDirect%20assay%20EUA%20Summary.NA,https://drive.google.com/file/d/1mGUCmYzhqj1aoBgu1KeKE7S3ndyuhUID,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/open-euas/2020-10-15_SalivaDirect%20EUA%20IFU%20-%20Yale%20School%20of%20Public%20Health%20SalivaDirect%20assay%20EUA%20Summary.pdf,pdf,megaparse,3rd Party,5102,3161,,"The SalivaDirect EUA Summary (updated Oct. 15, 2020) outlines Yale’s extraction-free saliva RT-qPCR test authorized for use only in CLIA high-complexity laboratories designated by Yale, including the intended use, workflow, validated instruments, and detailed reagent/vendor options to support supply-chain flexibility. It provides control requirements, result interpretation criteria, and performance data including LoD studies across multiple reagent and instrument combinations and a paired clinical comparison showing high positive agreement with an authorized comparator.",0
Anne Wyllie Nomination for FDA Foundation 2022 Innovations in Regulatory Science Awards.md,2026-03-05 by BA,Anne Wyllie Nomination for FDA Foundation 2022 Innovations in Regulatory Science Awards.md,2022-06-03,Anne Wyllie Nomination for FDA Foundation 2022 Innovations in Regulatory Science Awards,regulatory,open-euas,,gdoc,docx,https://docs.google.com/document/d/16muU80i9sAFPsCQNosyrK6ZYJqMPxf0gSqZcsudqYZM,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/open-euas/Anne%20Wyllie%20Nomination%20for%20FDA%20Foundation%202022%20Innovations%20in%20Regulatory%20Science%20Awards.docx,https://drive.google.com/file/d/1w5MajWqU_1w4aIgNZJ3HKzbzlzGAc9tB,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/open-euas/Anne%20Wyllie%20Nomination%20for%20FDA%20Foundation%202022%20Innovations%20in%20Regulatory%20Science%20Awards.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,1428,1034,,"The Reagan-Udall Foundation nomination argues that Anne Wyllie’s SalivaDirect EUA pioneered an “open source protocol” model by validating saliva and extraction-free processing while disclosing components and qualifying multiple reagent/instrument options for broad CLIA lab adoption. It highlights the FDA “designation” approach, legal and operational infrastructure for scaling a lab network, and downstream effects such as supply-chain resilience and industry-wide cost compression in molecular testing. The nomination frames SalivaDirect as a template for “generic” diagnostics authorization with relevance to future pandemic preparedness, while disclosing FloodLAMP’s advisory relationship to Wyllie.",0
